model,dataset,layer,token_source,metric,delta_rel,noise_floor,cloud_kind
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,all,pca_only,0.23,0.0046,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,all,per_cloud,0.1102,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,all,background,0.2366,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,input,raw,0.1764,0.0127,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,input,pca_only,0.1795,0.013,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,input,per_cloud,0.1112,0.0031,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,input,background,0.1922,0.0087,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,generated,raw,0.2199,0.0048,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,generated,pca_only,0.2279,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,generated,per_cloud,0.108,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,generated,background,0.2326,0.005,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,raw,0.185,0.0042,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,pca_only,0.1901,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,per_cloud,0.0919,0.0029,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,thinking,background,0.1952,0.0031,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,raw,0.1018,0.0015,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,pca_only,0.1248,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,per_cloud,0.0912,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,last,background,0.1427,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,raw,0.2253,0.0043,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,pca_only,0.2341,0.0043,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,per_cloud,0.1085,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,15,all,background,0.2369,0.0055,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,raw,0.1451,0.0095,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,pca_only,0.1478,0.0097,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,per_cloud,0.1121,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,input,background,0.1603,0.0092,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,raw,0.2202,0.0046,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,pca_only,0.2268,0.0049,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,per_cloud,0.1084,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,generated,background,0.2342,0.0051,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,raw,0.1837,0.0045,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,pca_only,0.1891,0.0044,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,per_cloud,0.0922,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,thinking,background,0.1969,0.0037,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,raw,0.1072,0.0014,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,pca_only,0.1311,0.0018,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,per_cloud,0.0924,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,last,background,0.1468,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,raw,0.2301,0.0051,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,pca_only,0.238,0.0054,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,per_cloud,0.1087,0.0019,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,16,all,background,0.2423,0.0055,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,raw,0.179,0.015,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,pca_only,0.1817,0.0151,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,per_cloud,0.1129,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,input,background,0.1984,0.0145,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,raw,0.2224,0.0045,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,pca_only,0.2295,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,per_cloud,0.107,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,generated,background,0.2349,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,raw,0.1813,0.0044,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,pca_only,0.187,0.0044,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,per_cloud,0.09,0.0029,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,thinking,background,0.1933,0.0036,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,raw,0.1073,0.0017,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,pca_only,0.1327,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,per_cloud,0.0929,0.0031,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,last,background,0.1494,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,raw,0.2337,0.0051,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,pca_only,0.2411,0.0055,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,per_cloud,0.1083,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,17,all,background,0.2465,0.0056,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,raw,0.3274,0.0082,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,pca_only,0.3315,0.0083,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,per_cloud,0.1135,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,input,background,0.3035,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,raw,0.2208,0.0049,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,pca_only,0.2279,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,per_cloud,0.1072,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,generated,background,0.2403,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,raw,0.1806,0.004,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,pca_only,0.1865,0.0043,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,per_cloud,0.09,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,thinking,background,0.1948,0.0036,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,raw,0.11,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,pca_only,0.1365,0.0029,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,per_cloud,0.0934,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,last,background,0.1513,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,raw,0.234,0.0046,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,pca_only,0.2418,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,per_cloud,0.1084,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,18,all,background,0.2514,0.0054,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,raw,0.2073,0.0231,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,pca_only,0.2106,0.0234,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,per_cloud,0.1122,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,input,background,0.2134,0.0158,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,raw,0.2167,0.0064,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,pca_only,0.2238,0.0065,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,per_cloud,0.1066,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,generated,background,0.2391,0.0058,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,raw,0.1822,0.0046,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,pca_only,0.1885,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,per_cloud,0.0916,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,thinking,background,0.1947,0.0042,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,raw,0.1103,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,pca_only,0.1355,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,per_cloud,0.0953,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,last,background,0.1529,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,raw,0.232,0.0055,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,pca_only,0.239,0.0059,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,per_cloud,0.1075,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,19,all,background,0.2528,0.0058,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,raw,0.1595,0.0035,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,pca_only,0.1627,0.0037,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,per_cloud,0.1124,0.0019,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,input,background,0.1722,0.0041,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,raw,0.2186,0.007,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,pca_only,0.2246,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,per_cloud,0.1063,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,generated,background,0.241,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,raw,0.185,0.005,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,pca_only,0.1908,0.0052,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,per_cloud,0.0909,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,thinking,background,0.2005,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,raw,0.1121,0.0016,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,pca_only,0.1385,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,per_cloud,0.0953,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,last,background,0.1541,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,raw,0.2389,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,pca_only,0.2452,0.0071,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,per_cloud,0.1066,0.0019,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,20,all,background,0.2648,0.0071,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,raw,0.1671,0.0048,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,pca_only,0.1709,0.0048,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,per_cloud,0.1136,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,input,background,0.1782,0.0048,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,raw,0.219,0.0072,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,pca_only,0.2255,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,per_cloud,0.106,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,generated,background,0.2498,0.0075,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,raw,0.1824,0.0051,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,pca_only,0.1886,0.0054,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,per_cloud,0.0929,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,thinking,background,0.203,0.0062,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,raw,0.1096,0.0016,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,pca_only,0.1386,0.0018,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,per_cloud,0.0946,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,background,0.1445,0.0043,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,raw,0.2365,0.0066,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,pca_only,0.244,0.0065,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,per_cloud,0.1077,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,background,0.2645,0.0068,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,raw,0.172,0.0052,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,pca_only,0.1756,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,per_cloud,0.114,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,background,0.1829,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,raw,0.2207,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,pca_only,0.227,0.0072,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,per_cloud,0.107,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,background,0.2473,0.0065,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,raw,0.1799,0.0054,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,pca_only,0.1856,0.0055,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,per_cloud,0.093,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,background,0.2006,0.0065,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,raw,0.1061,0.0015,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,pca_only,0.1338,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,per_cloud,0.0944,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,background,0.1364,0.004,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,raw,0.2347,0.0061,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,pca_only,0.2413,0.0058,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,per_cloud,0.1075,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,background,0.2591,0.0067,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,raw,0.1909,0.0062,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,pca_only,0.1956,0.0064,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,per_cloud,0.1142,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,background,0.1919,0.0056,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,raw,0.2167,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,pca_only,0.2235,0.0074,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,per_cloud,0.1067,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,background,0.2448,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,raw,0.1776,0.0051,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,pca_only,0.1836,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,per_cloud,0.0922,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,background,0.2029,0.0049,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,raw,0.0988,0.0018,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,pca_only,0.1268,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,per_cloud,0.093,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,background,0.1267,0.0036,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,raw,0.2286,0.0064,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,pca_only,0.2362,0.0065,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,per_cloud,0.1071,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,background,0.2529,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,raw,0.2111,0.0074,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,pca_only,0.2157,0.0077,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,per_cloud,0.1151,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,background,0.2148,0.0082,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,raw,0.2096,0.0075,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,pca_only,0.2154,0.0078,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,per_cloud,0.1069,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,background,0.2279,0.0065,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,raw,0.175,0.0061,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,pca_only,0.1812,0.0063,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,per_cloud,0.0928,0.0027,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,background,0.2003,0.0047,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,raw,0.09,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,pca_only,0.1175,0.0026,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,per_cloud,0.091,0.0018,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,background,0.1179,0.0045,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,raw,0.2226,0.0077,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,pca_only,0.2289,0.0078,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,per_cloud,0.1079,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,background,0.2416,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,raw,0.2137,0.0072,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,pca_only,0.2187,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,per_cloud,0.1133,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,background,0.2232,0.0083,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,raw,0.2072,0.0077,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,pca_only,0.2136,0.008,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,per_cloud,0.1064,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,background,0.2243,0.0066,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,raw,0.1708,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,pca_only,0.1778,0.0053,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,per_cloud,0.0926,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,background,0.1938,0.0052,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,raw,0.0866,0.002,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,pca_only,0.1142,0.0031,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,per_cloud,0.0913,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,background,0.1111,0.0031,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,raw,0.2211,0.0074,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,pca_only,0.2272,0.0075,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,per_cloud,0.1086,0.0022,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,background,0.2365,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,raw,0.2105,0.0074,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,pca_only,0.2156,0.0078,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,per_cloud,0.1141,0.0023,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,background,0.2212,0.0093,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,raw,0.2011,0.0071,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,pca_only,0.2073,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,per_cloud,0.1065,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,background,0.2162,0.0064,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,raw,0.1698,0.0051,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,pca_only,0.1761,0.0055,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,per_cloud,0.0934,0.0028,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,background,0.1926,0.0054,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,raw,0.084,0.0021,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,pca_only,0.1113,0.0031,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,per_cloud,0.0889,0.0024,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,background,0.1054,0.0031,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,raw,0.2146,0.0076,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,pca_only,0.221,0.0079,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,per_cloud,0.1076,0.0025,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,background,0.2288,0.0069,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,raw,0.1993,0.0073,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,pca_only,0.2041,0.0077,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,per_cloud,0.1145,0.0018,data
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,background,0.2265,0.0071,data
